,GEOID,D4A
3405,170318115001,140.82
3406,170318115002,561.93
3407,170318115003,819.42
3408,170318116004,374.17
3409,170318117012,390.27
3410,170318117021,847.59
3411,170318117022,211.9
3412,170318117023,441.23
3413,170318118001,788.58
3414,170318005005,139.48
3415,170318006001,489.51
3416,170318006002,356.74
3417,170312209011,418.43
3418,170317003012,716.16
3419,170312420001,303.09
3420,170310105031,170.32
3421,170311105022,472.07
3422,170312519002,297.73
3423,170312519004,262.86
3424,170312819003,329.92
3425,170310812024,270.91
3426,170310718002,164.96
3427,170312519003,199.83
3428,170312519001,403.68
3429,170317608012,258.84
3430,170317608031,341.99
3431,170312212002,205.19
3432,170310632002,139.48
3433,170310619024,120.7
3434,170310619022,217.26
3435,170318087022,135.45
3436,170314202001,325.89
3437,170318047142,-99999.0
3438,170318254002,202.51
3439,170318044062,575.34
3440,170318048044,-99999.0
3441,170318048031,-99999.0
3442,170318300072,-99999.0
3443,170318300082,-99999.0
3444,170318300083,-99999.0
3445,170318300081,-99999.0
3446,170318303004,221.28
3447,170318302011,-99999.0
3448,170314004001,307.12
3449,170314201001,284.32
3450,170318115004,498.9
3451,170318116001,371.49
3452,170318418002,138.14
3453,170314309002,132.77
3454,170314312002,199.83
3455,170314312001,218.6
3456,170314313023,536.45
3457,170318007004,523.04
3458,170318008001,469.39
3459,170318009001,418.43
3460,170318009002,274.93
3461,170318009003,244.08
3462,170318009004,588.75
3463,170312522025,187.76
3464,170318391002,131.43
3465,170315401022,190.44
3466,170316503013,270.91
3467,170316503014,264.2
3468,170314909012,83.15
3469,170317003023,602.16
3470,170438465042,315.16
3471,170317003024,391.61
3472,170438416031,-99999.0
3473,170438413151,-99999.0
3474,170438463114,-99999.0
3475,170438408025,529.74
3476,170438401045,138.14
3477,170438401044,260.18
3478,170438465221,-99999.0
3479,170438443012,148.86
3480,170438443052,738.96
3481,170438443042,661.17
3482,170438462081,-99999.0
3483,170438465212,792.6
3484,170438464082,-99999.0
3485,170438464092,-99999.0
3486,170438427091,1098.38
3487,170438413242,-99999.0
3488,170318010003,614.23
3489,170318010004,269.57
3490,170438462082,-99999.0
3491,170438463131,-99999.0
3492,170438407051,-99999.0
3493,170318367002,241.4
3494,170438410042,854.29
3495,170438407061,856.98
3496,170438407032,611.55
3497,170318011001,376.85
3498,170318011002,139.48
3499,170318317001,254.81
3500,170311510022,313.82
3501,170311906022,241.4
3502,170312207022,185.07
3503,170318421001,291.02
3504,170318367001,249.45
3505,170318390002,158.25
3506,170318366001,281.64
3507,170318382002,72.42
3508,170310209022,299.07
3509,170310307061,0.0
3510,170310102022,308.46
3511,170319801001,-99999.0
3512,170313011001,339.3
3513,170313009001,387.58
3514,170313012002,215.92
3515,170318044052,-99999.0
3516,170318241204,-99999.0
3517,170318061034,898.55
3518,170318061043,670.56
3519,170318111001,159.59
3520,170318111005,464.03
3521,170318044051,685.31
3522,170318044063,655.81
3523,170314403002,217.26
3524,170318045062,-99999.0
3525,170318045102,207.87
3526,170318047132,885.14
3527,170318047131,339.3
3528,170318236021,643.74
3529,170318236023,1080.94
3530,170318302013,-99999.0
3531,170318298004,-99999.0
3532,170318298005,1129.22
3533,170318303001,280.29
3534,170318030133,811.38
3535,170316915002,354.06
3536,170314402021,356.74
3537,170310307033,171.66
3538,170316913002,246.77
3539,170314701001,346.01
3540,170314503001,278.95
3541,170314601001,217.26
3542,170317004011,388.92
3543,170317302012,678.61
3544,170313018033,225.31
3545,170313018031,388.92
3546,170317005016,661.17
3547,170438403032,278.95
3548,170315805013,312.48
3549,170310814031,130.09
3550,170318104003,683.97
3551,170438467022,-99999.0
3552,170438402024,1119.84
3553,170438409062,730.91
3554,170438409061,264.2
3555,170318007001,1017.91
3556,170318007002,599.48
3557,170318007003,396.97
3558,170438409072,379.54
3559,170438410031,1024.62
3560,170438458093,-99999.0
3561,170438412042,387.58
3562,170438403031,869.05
3563,170438445023,832.84
3564,170438464091,-99999.0
3565,170438467023,-99999.0
3566,170438455021,-99999.0
3567,170438436022,1176.16
3568,170438454011,-99999.0
3569,170438455081,-99999.0
3570,170438455023,-99999.0
3571,170438455071,760.42
3572,170318049014,780.53
3573,170438407042,-99999.0
3574,170438409102,544.49
3575,170438464101,708.11
3576,170438449012,839.54
3577,170438448022,521.7
3578,170438436011,981.7
3579,170438465241,-99999.0
3580,170438436021,-99999.0
3581,170438443071,584.73
3582,170438440012,108.63
3583,170314109003,63.03
3584,170318330002,285.66
3585,170318330001,316.5
3586,170318313001,112.65
3587,170318430002,81.81
3588,170318378001,135.45
3589,170318374001,219.94
3590,170318010001,209.21
3591,170318010002,531.08
3592,170978629021,0.0
3593,170978643052,-99999.0
3594,170978644033,-99999.0
3595,170978617011,835.52
3596,170978630061,-99999.0
3597,170313018011,337.96
3598,170310814021,96.56
3599,170313515001,264.2
3600,170313501001,366.13
3601,170313510002,167.64
3602,170314101001,168.98
3603,170310206024,367.47
3604,170314301011,297.73
3605,170318133012,333.94
3606,170314301012,178.37
3607,170318439004,296.39
3608,170310102021,79.13
3609,170318133013,250.79
3610,170318025053,-99999.0
3611,170318137021,309.8
3612,170318137022,143.5
3613,170318128011,405.02
3614,170318137023,293.71
3615,170318137024,311.14
3616,170318025052,1207.0
3617,170315103002,237.38
3618,170318046062,-99999.0
3619,170318047161,1176.16
3620,170318047162,-99999.0
3621,170318047151,667.88
3622,170318047152,398.31
3623,170318045072,-99999.0
3624,170318030152,431.84
3625,170318036083,-99999.0
3626,170318036062,738.96
3627,170318036061,543.15
3628,170314805003,403.68
3629,170314610001,72.42
3630,170314701002,450.62
3631,170438411032,-99999.0
3632,170314801002,282.98
3633,170314805002,254.81
3634,170318061042,1048.76
3635,170318108002,229.33
3636,170318044043,-99999.0
3637,170318137012,237.38
3638,170318137011,273.59
3639,170318025062,696.04
3640,170438403043,832.84
3641,170438403042,517.67
3642,170438409042,543.15
3643,170438457012,-99999.0
3644,170438457021,551.2
3645,170438456013,696.04
3646,170438411111,-99999.0
3647,170438460041,1192.26
3648,170438455061,240.06
3649,170438458023,-99999.0
3650,170438460033,718.84
3651,170438458103,-99999.0
3652,170438463071,592.78
3653,170438463141,1150.68
3654,170438448012,1046.07
3655,170438454022,-99999.0
3656,170438463102,784.56
3657,170438458111,-99999.0
3658,170438460032,372.83
3659,170438462091,1185.55
3660,170438463153,706.77
3661,170318368001,219.94
3662,170438466033,-99999.0
3663,170318371001,269.57
3664,170318370002,0.0
3665,170310619023,50.96
3666,170318374002,189.1
3667,170318370001,46.94
3668,170318373001,221.28
3669,170318331003,223.97
3670,170314307001,68.4
3671,170314314001,68.4
3672,170314401021,242.74
3673,170314401024,264.2
3674,170318020041,156.91
3675,170315305021,603.5
3676,170315401023,445.25
3677,170315805023,278.95
3678,170315401014,304.43
3679,170318016072,557.91
3680,170318241173,-99999.0
3681,170318020042,324.55
3682,170318020044,355.4
3683,170318030151,-99999.0
3684,170318030141,565.95
3685,170318026083,1189.57
3686,170314910005,650.44
3687,170318241171,-99999.0
3688,170318241172,-99999.0
3689,170318050022,846.25
3690,170317702021,-99999.0
3691,170318030173,414.41
3692,170318045063,524.38
3693,170318043081,874.41
3694,170310202003,230.67
3695,170310401001,423.79
3696,170310305003,144.84
3697,170314906001,516.33
3698,170314904001,274.93
3699,170314905002,202.51
3700,170314908003,75.1
3701,170314909021,415.75
3702,170314910004,478.78
3703,170314910002,324.55
3704,170438467021,-99999.0
3705,170630001021,-99999.0
3706,170318020031,525.72
3707,170318204002,513.65
3708,170318030153,785.9
3709,170318217003,210.56
3710,170318240033,-99999.0
3711,170317706021,418.43
3712,170438411112,-99999.0
3713,170438467013,-99999.0
3714,170438412045,474.76
3715,170438410041,-99999.0
3716,170370015003,-99999.0
3717,170438409081,-99999.0
3718,170438409101,972.31
3719,170438409041,647.76
3720,170438458072,-99999.0
3721,170438458075,-99999.0
3722,170438458073,-99999.0
3723,170438459011,-99999.0
3724,170438413071,-99999.0
3725,170438462033,-99999.0
3726,170438460034,472.07
3727,170316308002,319.19
3728,170316308003,497.56
3729,170318351002,476.1
3730,170316308001,128.75
3731,170370009005,-99999.0
3732,170370010021,-99999.0
3733,170370010023,-99999.0
3734,170370010012,-99999.0
3735,170370010022,-99999.0
3736,170370017001,-99999.0
3737,170318390001,320.53
3738,170370022002,-99999.0
3739,170318381002,215.92
3740,170318378002,242.74
3741,170318380002,154.23
3742,170318380001,297.73
3743,170318331001,277.61
3744,170318333001,206.53
3745,170316405002,222.63
3746,170316403006,378.2
3747,170316403003,197.14
3748,170316404001,213.24
3749,170316406001,211.9
3750,170310633032,96.56
3751,170316403005,0.0
3752,170316308004,119.36
3753,170316309003,517.67
3754,170316401001,276.27
3755,170316403001,360.76
3756,170316403002,230.67
3757,170316309002,336.62
3758,170318314002,395.63
3759,170316103003,494.87
3760,170310207024,383.56
3761,170317003022,481.46
3762,170310609003,312.48
3763,170310404024,221.28
3764,170310404022,72.42
3765,170310314003,254.81
3766,170310501002,214.58
3767,170311403021,273.59
3768,170318241073,999.13
3769,170318241212,846.25
3770,170318241063,523.04
3771,170317705001,555.22
3772,170318241133,-99999.0
3773,170318060044,88.51
3774,170318060041,122.04
3775,170318241082,-99999.0
3776,170318241201,-99999.0
3777,170318094004,0.0
3778,170318087021,241.4
3779,170318070004,527.06
3780,170318241203,-99999.0
3781,170310404014,274.93
3782,170310502002,240.06
3783,170314914002,179.71
3784,170310502003,260.18
3785,170310703001,230.67
3786,170318422001,233.35
3787,170310818002,91.2
3788,170310817002,41.57
3789,170311001002,147.52
3790,170314914003,328.57
3791,170313201004,115.34
3792,170315003002,354.06
3793,170315202003,336.62
3794,170316305001,242.74
3795,170316305002,312.48
3796,170315101002,179.71
3797,170315102003,233.35
3798,170315206001,140.82
3799,170316305003,219.94
3800,170316305004,203.85
3801,170318351003,120.7
3802,170318001002,628.99
3803,170318012003,230.67
3804,170318026101,650.44
3805,170318025032,343.33
3806,170318026092,136.79
3807,170438411081,-99999.0
3808,170438411022,1141.29
3809,170438467012,-99999.0
3810,170438407052,379.54
3811,170438408012,488.17
3812,170438458092,-99999.0
3813,170438458082,-99999.0
3814,170438408024,-99999.0
3815,170438413273,-99999.0
3816,170438413271,-99999.0
3817,170438463121,-99999.0
3818,170438463123,-99999.0
3819,170438461031,-99999.0
3820,170438463132,-99999.0
3821,170438462023,-99999.0
3822,170438463044,-99999.0
3823,170318071002,493.53
3824,170318079003,380.88
3825,170318098002,266.88
3826,170318118004,307.12
3827,170318118003,311.14
3828,170318113014,600.82
3829,170318429003,368.81
3830,170318429001,399.65
3831,170318412002,214.58
3832,170318387001,419.77
3833,170311906021,139.48
3834,170318416001,211.9
3835,170318417001,257.5
3836,170318407003,175.69
3837,170311403022,437.21
3838,170311406024,238.72
3839,170311510023,371.49
3840,170311907021,304.43
3841,170311907022,317.85
3842,170312004022,366.13
3843,170312004023,394.29
3844,170312206011,214.58
3845,170312207023,367.47
3846,170312207024,312.48
3847,170312105022,256.15
3848,170312522022,198.49
3849,170318094003,163.62
3850,170318241211,-99999.0
3851,170317702012,-99999.0
3852,170318046092,-99999.0
3853,170318051054,-99999.0
3854,170318046091,-99999.0
3855,170311006004,139.48
3856,170318100001,391.61
3857,170318237024,405.02
3858,170318238053,498.9
3859,170318238062,258.84
3860,170318238012,816.74
3861,170318123011,405.02
3862,170318123023,227.99
3863,170315302005,409.04
3864,170311004003,240.06
3865,170311005004,783.21
3866,170311005005,921.35
3867,170311502002,328.57
3868,170315201001,126.07
3869,170315203004,584.73
3870,170315205002,116.68
3871,170315301002,126.07
3872,170315301001,370.15
3873,170438445022,-99999.0
3874,170315302004,317.85
3875,170315501006,319.19
3876,170318026071,476.1
3877,170318031002,-99999.0
3878,170318036122,-99999.0
3879,170318036043,-99999.0
3880,170318030083,1019.25
3881,170318047095,-99999.0
3882,170438410032,-99999.0
3883,170438409104,470.73
3884,170438409112,-99999.0
3885,170438412083,-99999.0
3886,170438412071,717.5
3887,170438409111,1127.88
3888,170438412091,-99999.0
3889,170438450001,484.14
3890,170438412103,344.67
3891,170438413122,-99999.0
3892,170438413252,-99999.0
3893,170438413074,-99999.0
3894,170438416052,-99999.0
3895,170438414013,-99999.0
3896,170438462051,-99999.0
3897,170438462024,-99999.0
3898,170438462021,-99999.0
3899,170314909013,418.43
3900,170438462031,-99999.0
3901,170438462012,-99999.0
3902,170438462013,-99999.0
3903,170318162003,772.49
3904,170318167002,347.35
3905,170318143002,497.56
3906,170318183003,140.82
3907,170318177003,777.85
3908,170318176001,0.0
3909,170318435001,537.79
3910,170318413002,252.13
3911,170318305003,383.56
3912,170318402001,461.35
3913,170318404001,232.01
3914,170312522024,179.71
3915,170312521024,150.21
3916,170317608011,174.35
3917,170314402013,219.94
3918,170315401012,312.48
3919,170315305013,634.35
3920,170315305014,253.47
3921,170314909011,134.11
3922,170311303003,134.11
3923,170317004014,233.35
3924,170315805012,87.17
3925,170314401012,229.33
3926,170317702011,-99999.0
3927,170317702013,-99999.0
3928,170318046102,-99999.0
3929,170318046113,-99999.0
3930,170318046101,-99999.0
3931,170317703004,-99999.0
3932,170318047141,-99999.0
3933,170318237031,700.06
3934,170318186003,675.92
3935,170318186001,1060.83
3936,170318185003,-99999.0
3937,170318185004,918.67
3938,170311502004,264.2
3939,170311301003,328.57
3940,170311404005,504.26
3941,170315703004,470.73
3942,170311407011,217.26
3943,170311606013,272.25
3944,170311502001,229.33
3945,170311510011,543.15
3946,170311607003,299.07
3947,170315602003,472.07
3948,170315603002,477.44
3949,170438413142,-99999.0
3950,170315607002,249.45
3951,170316404002,494.87
3952,170316403004,278.95
3953,170315807002,519.01
3954,170315907002,136.79
3955,170318039023,-99999.0
3956,170318254003,250.79
3957,170318041052,-99999.0
3958,170318044031,280.29
3959,170318043052,804.67
3960,170438412081,-99999.0
3961,170438412101,406.36
3962,170438412063,1152.02
3963,170438458022,-99999.0
3964,170438458071,-99999.0
3965,170438409103,-99999.0
3966,170438412092,-99999.0
3967,170438413144,-99999.0
3968,170438413145,-99999.0
3969,170438413141,-99999.0
3970,170438413231,-99999.0
3971,170438413152,-99999.0
3972,170438413253,-99999.0
3973,170438414014,1078.26
3974,170438416062,-99999.0
3975,170438427082,1192.26
3976,170438421001,1063.51
3977,170438454013,-99999.0
3978,170438454012,-99999.0
3979,170438462074,-99999.0
3980,170438462072,-99999.0
3981,170438463133,-99999.0
3982,170438463053,-99999.0
3983,170438462092,-99999.0
3984,170318197002,764.44
3985,170318206042,301.75
3986,170318205015,682.63
3987,170318133021,240.06
3988,170318244001,1062.17
3989,170318391001,115.34
3990,170318410001,244.08
3991,170318411003,0.0
3992,170318355001,76.44
3993,170318395001,378.2
3994,170318396002,313.82
3995,170999623001,-99999.0
3996,170318028015,-99999.0
3997,170310804002,246.77
3998,170310804003,374.17
3999,170310810002,126.07
4000,170317113001,138.14
4001,170317113002,359.42
4002,170317114001,273.59
4003,170317115001,451.96
4004,170317115002,233.35
4005,170317201003,486.83
4006,170317706022,268.22
4007,170317706011,615.57
4008,170318022001,0.0
4009,170316904001,227.99
4010,170317104003,257.5
4011,170317703001,-99999.0
4012,170318017024,376.85
4013,170318019011,291.02
4014,170318036081,-99999.0
4015,170318042012,-99999.0
4016,170318042023,1009.86
4017,170318049016,983.04
4018,170318050025,683.97
4019,170312315004,257.5
4020,170317201001,291.02
4021,170317202001,494.87
4022,170317202002,317.85
4023,170318071001,296.39
4024,170317708002,268.22
4025,170317709013,233.35
4026,170317709014,367.47
4027,170317709011,403.68
4028,170317709012,509.63
4029,170317709021,366.13
4030,170317709022,425.14
4031,170318057013,641.06
4032,170318051061,-99999.0
4033,170318068011,315.16
4034,170318081001,274.93
4035,170318101001,372.83
4036,170318164014,221.28
4037,170318110002,902.57
4038,170318120002,97.9
4039,170318128012,156.91
4040,170318138011,429.16
4041,170318151002,250.79
4042,170312414003,219.94
4043,170312408002,309.8
4044,170312411002,312.48
4045,170312412001,386.24
4046,170312412002,155.57
4047,170312414002,292.36
4048,170318274001,270.91
4049,170312415002,261.52
4050,170312416001,363.44
4051,170312416002,313.82
4052,170318255011,-99999.0
4053,170318255031,-99999.0
4054,170318255032,598.14
4055,170318255033,-99999.0
4056,170318273002,156.91
4057,170318273003,148.86
4058,170318210025,419.77
4059,170318274002,317.85
4060,170318274004,0.0
4061,170318275001,215.92
4062,170318205023,571.32
4063,170318205024,316.5
4064,170318206033,-99999.0
4065,170318206041,734.93
4066,170318206061,619.6
4067,170318207002,571.32
4068,170318248001,687.99
4069,170318248002,865.02
4070,170318248003,1115.81
4071,170318255041,-99999.0
4072,170318255042,789.92
4073,170318255051,984.38
4074,170318255052,-99999.0
4075,170318255054,722.86
4076,170318275002,97.9
4077,170318284012,582.05
4078,170318284013,331.26
4079,170318284014,545.84
4080,170318284021,988.41
4081,170318207004,429.16
4082,170318208001,1083.62
4083,170318209012,245.42
4084,170318209013,281.64
4085,170318209021,654.47
4086,170318209022,301.75
4087,170318207003,316.5
4088,170318209023,287.0
4089,170318209024,264.2
4090,170318210012,460.0
4091,170318256001,856.98
4092,170318256002,181.05
4093,170318256003,493.53
4094,170318256004,1029.98
4095,170318257001,433.18
4096,170318257002,769.8
4097,171118701012,-99999.0
4098,171118709032,429.16
4099,171118713111,-99999.0
4100,171118714023,1113.13
4101,171118702004,-99999.0
4102,171118702002,-99999.0
4103,171118704011,-99999.0
4104,170318284022,1180.19
4105,170318285052,-99999.0
4106,170318285053,-99999.0
4107,170318285054,-99999.0
4108,170318285061,-99999.0
4109,170318210014,278.95
4110,170318210021,268.22
4111,170318210022,277.61
4112,170318210023,639.71
4113,170318210024,415.75
4114,170318210013,362.1
4115,170318227014,451.96
4116,170318211011,779.19
4117,170318211013,343.33
4118,170318211014,282.98
4119,170318226013,-99999.0
4120,170318226021,1054.12
4121,170318226022,768.46
4122,170318226023,-99999.0
4123,170318227012,418.43
4124,170318227013,852.95
4125,170318227021,126.07
4126,170318227022,52.3
4127,170318285066,-99999.0
4128,170318257003,528.4
4129,170318258011,-99999.0
4130,170318258012,464.03
4131,170318258013,894.53
4132,170318258021,600.82
4133,170318258023,414.41
4134,170318258031,423.79
4135,170318285062,722.86
4136,170318285065,-99999.0
4137,171118708092,-99999.0
4138,170318286011,-99999.0
4139,170318211021,466.71
4140,170318211022,321.87
4141,170318211023,591.43
4142,170318211024,282.98
4143,170318212001,540.47
4144,170318212002,340.64
4145,170318212003,253.47
4146,170318212004,181.05
4147,170318213001,221.28
4148,170318227023,60.35
4149,170318228011,108.63
4150,170318228012,506.94
4151,170318228021,745.66
4152,170318228022,370.15
4153,170318228023,627.64
4154,170318229001,501.58
4155,170318230011,773.83
4156,171118709052,215.92
4157,171118715004,-99999.0
4158,171118715002,-99999.0
4159,171118710031,-99999.0
4160,170318258032,245.42
4161,170318258033,429.16
4162,170318259001,287.0
4163,170318259002,292.36
4164,170318259003,240.06
4165,170318260001,96.56
4166,170318260002,197.14
4167,170318260003,341.99
4168,170318261001,721.52
4169,170318286012,-99999.0
4170,170318288011,-99999.0
4171,170318288012,-99999.0
4172,170318288013,-99999.0
4173,170318288015,-99999.0
4174,170318213002,101.93
4175,170318213003,642.4
4176,170318213004,631.67
4177,170318214011,425.14
4178,170318214012,0.0
4179,170318214013,71.08
4180,170318214014,331.26
4181,170318214021,79.13
4182,170318230012,1157.39
4183,170318230013,278.95
4184,170318230014,430.5
4185,170318230021,289.68
4186,170318230022,851.61
4187,170318230023,1188.23
4188,171118711061,-99999.0
4189,171118701023,-99999.0
4190,171118707022,-99999.0
4191,171118706051,112.65
4192,171118713053,-99999.0
4193,171118708091,-99999.0
4194,171118706041,-99999.0
4195,171118709023,-99999.0
4196,171118707024,-99999.0
4197,170318230024,738.96
4198,170318231011,303.09
4199,170318231012,309.8
4200,171118708122,-99999.0
4201,171118712012,-99999.0
4202,171118711041,-99999.0
4203,171118702001,296.39
4204,171118708032,-99999.0
4205,171118706052,-99999.0
4206,170318286013,633.01
4207,171118710032,-99999.0
4208,171118710033,-99999.0
4209,170318238064,616.92
4210,170318238052,352.71
4211,170318238061,375.51
4212,170370021001,-99999.0
4213,170318261002,-99999.0
4214,170318261003,907.94
4215,170318261004,480.12
4216,170318261005,370.15
4217,170318261006,199.83
4218,170318262011,586.07
4219,170318263011,207.87
4220,170370020001,-99999.0
4221,170318286014,480.12
4222,170318286021,-99999.0
4223,170318235001,241.4
4224,170318286022,901.23
4225,170318287011,383.56
4226,170318287012,378.2
4227,170318287013,-99999.0
4228,170318214022,244.08
4229,170318214023,287.0
4230,171118701021,-99999.0
4231,170318216001,622.28
4232,170318216002,747.0
4233,170318216003,633.01
4234,170318216004,168.98
4235,170318216005,261.52
4236,170318217001,614.23
4237,171118710041,-99999.0
4238,170318231014,281.64
4239,170318231015,512.31
4240,170318231021,541.81
4241,170318231022,954.88
4242,170318232001,776.51
4243,170438412041,-99999.0
4244,170438412043,-99999.0
4245,170318239031,1012.55
4246,170318239032,-99999.0
4247,170318239033,-99999.0
4248,170318239034,-99999.0
4249,170318239042,544.49
4250,170438411021,-99999.0
4251,170438411023,-99999.0
4252,170438412062,831.49
4253,170438412061,-99999.0
4254,170318262012,-99999.0
4255,170318262021,-99999.0
4256,170318262022,-99999.0
4257,170318262023,-99999.0
4258,170318262024,827.47
4259,170438428002,929.4
4260,170318287014,445.25
4261,170438457031,-99999.0
4262,170318287021,-99999.0
4263,170318217004,406.36
4264,170438465232,-99999.0
4265,170438400001,-99999.0
4266,170438401011,1058.14
4267,170438401012,-99999.0
4268,170438401013,-99999.0
4269,170438401014,1182.87
4270,170318217005,186.42
4271,170318217002,292.36
4272,170318218001,282.98
4273,170318218002,474.76
4274,170318218003,253.47
4275,170318218004,191.78
4276,170318218005,504.26
4277,170318219001,822.11
4278,170318219002,638.37
4279,170438401021,-99999.0
4280,170438401022,-99999.0
4281,170438401031,-99999.0
4282,170438401032,-99999.0
4283,170438401033,-99999.0
4284,170318232002,953.54
4285,170438401042,843.56
4286,171118710042,-99999.0
4287,171118711053,-99999.0
4288,170318233021,662.51
4289,170318233022,946.83
4290,170318233023,665.2
4291,170318233031,894.53
4292,170438402021,1205.67
4293,170438402022,781.87
4294,170438403033,751.03
4295,170438466032,-99999.0
4296,170438466041,-99999.0
4297,170318239043,579.36
4298,170318239044,-99999.0
4299,170438466031,865.02
4300,170438406001,309.8
4301,170438406002,469.39
4302,170438406003,-99999.0
4303,170318240052,-99999.0
4304,170438466042,-99999.0
4305,170438466043,-99999.0
4306,170438407041,-99999.0
4307,170438407062,410.38
4308,170318262025,537.79
4309,170318263012,372.83
4310,170318263013,308.46
4311,170438407031,-99999.0
4312,170438408011,-99999.0
4313,170318263031,473.42
4314,170318263032,485.49
4315,170318263033,551.2
4316,170318263034,921.35
4317,170318284023,812.72
4318,170318285032,638.37
4319,170318285033,544.49
4320,170318285042,1042.05
4321,170318285043,-99999.0
4322,170318285051,-99999.0
4323,170318219004,232.01
4324,170318220001,399.65
4325,170318220002,148.86
4326,170318220003,384.9
4327,170318220004,615.57
4328,170318221011,537.79
4329,170318219003,563.27
4330,170318221012,523.04
4331,170438408022,-99999.0
4332,171118713041,-99999.0
4333,171118708103,-99999.0
4334,171118710043,-99999.0
4335,171118715005,-99999.0
4336,171118709022,-99999.0
4337,171118708101,-99999.0
4338,171118715003,-99999.0
4339,171118701022,-99999.0
4340,171118711042,-99999.0
4341,171118707023,-99999.0
4342,171118708081,-99999.0
4343,171118716002,-99999.0
4344,171118716003,-99999.0
4345,171118713051,-99999.0
4346,171118701011,-99999.0
4347,171118705003,-99999.0
4348,171118709033,419.77
4349,171118704012,-99999.0
4350,171118709021,447.93
4351,171118706043,561.93
4352,171118708033,-99999.0
4353,170318233032,451.96
4354,170438409011,795.28
4355,171118713011,909.28
4356,170318233033,449.28
4357,170318233034,965.61
4358,170318233035,851.61
4359,170318233041,249.45
4360,170318233042,618.26
4361,170318233045,312.48
4362,170438409012,-99999.0
4363,170318241051,-99999.0
4364,170318241052,-99999.0
4365,170438411041,-99999.0
4366,170438411042,-99999.0
4367,170438411043,-99999.0
4368,170438411044,-99999.0
4369,170318241053,-99999.0
4370,170438411131,-99999.0
4371,170318263041,535.11
4372,170318263042,493.53
4373,170318263043,930.74
4374,170438411103,-99999.0
4375,170438411121,-99999.0
4376,170438410021,-99999.0
4377,170438410022,-99999.0
4378,170318264011,-99999.0
4379,170318264021,-99999.0
4380,170318264023,820.77
4381,170318264024,1072.9
4382,170438411102,-99999.0
4383,170438411091,-99999.0
4384,170438411093,450.62
4385,170438411092,-99999.0
4386,170438411101,-99999.0
4387,170438411083,-99999.0
4388,170438411082,-99999.0
4389,170438412082,-99999.0
4390,170318275003,136.79
4391,170318276002,285.66
4392,170318276003,0.0
4393,170318277001,565.95
4394,170318277002,568.63
4395,170318278012,225.31
4396,170318278013,618.26
4397,170318024022,-99999.0
4398,170318027012,1093.01
4399,170318027013,-99999.0
4400,170318027014,831.49
4401,170318221013,446.59
4402,170318221014,414.41
4403,171118716004,-99999.0
4404,171118701013,-99999.0
4405,171118702003,-99999.0
4406,171118703021,362.1
4407,170318221021,386.24
4408,170318221023,331.26
4409,170318221024,421.11
4410,170318222001,583.39
4411,170318222002,635.69
4412,170318222003,673.24
4413,170318223011,419.77
4414,170318223012,649.1
4415,170318234002,266.88
4416,170318234003,246.77
4417,170318234004,1064.85
4418,170318235002,282.98
4419,170318235004,409.04
4420,170318241071,-99999.0
4421,170318241072,-99999.0
4422,170318241231,1000.48
4423,170318241234,1201.64
4424,170318264025,429.16
4425,170318265001,284.32
4426,170318265003,174.35
4427,170318265004,484.14
4428,170318266001,288.34
4429,170318278014,592.78
4430,170318278021,411.72
4431,170318278022,651.78
4432,170318278041,702.75
4433,170318278042,396.97
4434,171118704013,-99999.0
4435,170318278051,441.23
4436,171118704021,714.82
4437,171118704022,422.45
4438,171118705001,-99999.0
4439,171118705002,-99999.0
4440,170318027021,856.98
4441,170318027022,-99999.0
4442,170318027023,516.33
4443,170318028012,-99999.0
4444,170318028013,-99999.0
4445,170318028014,-99999.0
4446,170318035005,-99999.0
4447,170318223013,473.42
4448,170318224001,421.11
4449,170318223014,364.78
4450,170318223021,363.44
4451,170318223022,533.77
4452,170318223023,508.28
4453,170318223024,417.09
4454,170318245051,500.24
4455,170318224002,501.58
4456,170318236022,-99999.0
4457,170318236041,446.59
4458,170318236042,469.39
4459,170318236043,-99999.0
4460,170318241235,-99999.0
4461,170318241131,-99999.0
4462,170318241161,-99999.0
4463,171118705004,-99999.0
4464,171118705005,-99999.0
4465,171118705006,-99999.0
4466,170318278052,364.78
4467,170318278053,504.26
4468,170318279012,594.12
4469,171118705007,-99999.0
4470,171118706032,645.08
4471,171118706062,272.25
4472,170318279022,-99999.0
4473,170318279024,-99999.0
4474,170318036031,-99999.0
4475,170318047121,571.32
4476,170318047122,-99999.0
4477,170318224003,634.35
4478,170318224004,468.05
4479,170318225001,881.12
4480,170318225002,638.37
4481,170318225003,159.59
4482,170318225004,115.34
4483,170318226011,929.4
4484,170318226012,-99999.0
4485,170318236051,-99999.0
4486,170318236052,-99999.0
4487,170318236053,696.04
4488,170318237022,974.99
4489,170318237023,406.36
4490,170318241162,675.92
4491,170318241164,1110.45
4492,170318241151,-99999.0
4493,170318241152,-99999.0
4494,170318243001,472.07
4495,171118706063,-99999.0
4496,171118707021,-99999.0
4497,171118707031,356.74
4498,171118707032,1177.5
4499,170318280001,-99999.0
4500,170318280002,-99999.0
4501,170318280003,-99999.0
4502,170318280004,1177.5
4503,170318281002,-99999.0
4504,170898508001,109.97
4505,170318281003,-99999.0
4506,170318281004,-99999.0
4507,170318281005,-99999.0
4508,170318048041,1066.19
4509,170318048043,374.17
4510,170318048051,-99999.0
